id,title,product_id,engagement_id,severity_num,cvss_score,age_days,has_cve,has_cwe,tags_count,is_false_positive,is_active,severity_x_active,product_fp_rate,cvss_severity_gap,composite_risk,days_to_fix,fixed_in_30d
157,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
158,XSS-Reflected-Basic,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
159,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
160,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
161,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
162,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
163,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
164,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
165,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
166,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
167,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
168,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
169,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
170,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
171,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
172,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
173,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
174,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
175,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
176,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
177,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
178,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
179,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
180,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
181,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
182,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
183,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
184,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
185,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
186,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
187,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
188,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
189,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
190,webpack@1.0.0: Regular Expression Denial of Service (ReDoS),4,2,2,5.0,5,0,1,2,0,0,0,0.0031,0.0,1.0466666666666666,0,1
191,webpack@1.0.0: Code Injection,4,2,3,6.8,5,0,1,2,0,0,0,0.0031,0.28,1.4906666666666668,0,1
192,webpack@1.0.0: Prototype Pollution,4,2,2,6.5,5,0,1,2,0,0,0,0.0031,0.6,1.1666666666666665,0,1
193,webpack@1.0.0: Directory Traversal,4,2,3,7.5,5,0,1,2,0,1,3,0.0031,0.0,1.5466666666666666,0,1
194,webpack@1.0.0: Regular Expression Denial of Service (ReDoS),4,2,3,7.1,5,0,1,2,0,1,3,0.0031,0.16,1.5146666666666666,0,1
195,webpack@1.0.0: Allocation of Resources Without Limits or Throttling,4,2,2,3.5,5,0,1,1,0,1,2,0.0031,0.6,0.9066666666666666,0,1
196,webpack@1.0.0: Allocation of Resources Without Limits or Throttling,4,2,2,3.5,5,0,1,1,0,1,2,0.0031,0.6,0.9066666666666666,0,1
240,webpack@1.0.0: Regular Expression Denial of Service (ReDoS),4,2,2,5.0,5,0,1,2,0,0,0,0.0031,0.0,1.0466666666666666,0,1
241,webpack@1.0.0: Code Injection,4,2,3,6.8,5,0,1,2,0,0,0,0.0031,0.28,1.4906666666666668,0,1
