id,title,product_id,engagement_id,severity_num,cvss_score,age_days,has_cve,has_cwe,tags_count,is_false_positive,is_active,tag_urgent,tag_in_production,tag_sensitive,tag_external,severity_x_active,product_fp_rate,cvss_severity_gap,cvss_x_severity,cvss_x_has_cve,severity_x_urgent,age_x_cvss,cvss_score_norm,severity_norm,age_days_norm,tags_count_norm,cvss_severity_gap_norm,composite_risk,risk_score,risk_class,days_to_fix
443,juice-shop@19.1.1: Prototype Pollution,4,2,2,3.8,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.48,7.6,0.0,0,22.799999999999997,0.4368,0.5,0.4,0.25,0.16,4.823,4.823,2,0
444,juice-shop@19.1.1: Denial of Service (DoS),4,2,3,7.5,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.0,22.5,0.0,0,45.0,0.8621,0.75,0.4,0.5,0.0,7.937,7.937,3,0
445,juice-shop@19.1.1: Authorization Bypass,4,2,3,7.4,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.04,22.200000000000003,0.0,0,44.400000000000006,0.8506,0.75,0.4,1.0,0.0133,8.008,8.008,4,0
446,juice-shop@19.1.1: Open Redirect,4,2,2,5.4,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.16,10.8,0.0,0,32.400000000000006,0.6207,0.5,0.4,0.25,0.0533,5.436,5.436,2,0
447,juice-shop@19.1.1: Information Exposure,4,2,1,3.2,6,0,1,1,0,1,0,0,0,0,1,0.0008,0.28,3.2,0.0,0,19.200000000000003,0.3678,0.25,0.4,0.25,0.0933,2.951,2.951,1,0
448,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,2,5.0,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.0,10.0,0.0,0,30.0,0.5747,0.5,0.4,0.25,0.0,5.283,5.283,2,0
449,juice-shop@19.1.1: Missing Release of Resource After Effective Lifetime,4,2,2,5.9,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.36,11.8,0.0,0,35.400000000000006,0.6782,0.5,0.4,0.5,0.12,5.682,5.682,2,0
450,juice-shop@19.1.1: Missing Release of Resource After Effective Lifetime,4,2,2,5.9,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.36,11.8,0.0,0,35.400000000000006,0.6782,0.5,0.4,0.5,0.12,5.682,5.682,2,0
451,juice-shop@19.1.1: Missing Release of Resource After Effective Lifetime,4,2,2,5.9,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.36,11.8,0.0,0,35.400000000000006,0.6782,0.5,0.4,0.5,0.12,5.682,5.682,2,0
452,juice-shop@19.1.1: Missing Release of Resource After Effective Lifetime,4,2,2,5.9,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.36,11.8,0.0,0,35.400000000000006,0.6782,0.5,0.4,0.5,0.12,5.682,5.682,2,0
453,juice-shop@19.1.1: Missing Release of Resource After Effective Lifetime,4,2,2,5.9,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.36,11.8,0.0,0,35.400000000000006,0.6782,0.5,0.4,0.5,0.12,5.682,5.682,2,0
454,juice-shop@19.1.1: Missing Release of Resource After Effective Lifetime,4,2,2,5.9,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.36,11.8,0.0,0,35.400000000000006,0.6782,0.5,0.4,0.5,0.12,5.682,5.682,2,0
455,juice-shop@19.1.1: Improper Authentication,4,2,2,6.4,6,0,1,4,0,1,0,0,0,0,2,0.0008,0.56,12.8,0.0,0,38.400000000000006,0.7356,0.5,0.4,1.0,0.1867,5.983,5.983,2,0
456,juice-shop@19.1.1: Improper Restriction of Security Token Assignment,4,2,2,6.5,6,0,1,4,0,1,0,0,0,0,2,0.0008,0.6,13.0,0.0,0,39.0,0.7471,0.5,0.4,1.0,0.2,6.022,6.022,3,0
457,juice-shop@19.1.1: Use of a Broken or Risky Cryptographic Algorithm,4,2,2,6.8,6,0,1,4,0,1,0,0,0,0,2,0.0008,0.72,13.6,0.0,0,40.8,0.7816,0.5,0.4,1.0,0.24,6.136,6.136,3,0
458,juice-shop@19.1.1: Authentication Bypass,4,2,3,7.1,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.16,21.299999999999997,0.0,0,42.599999999999994,0.8161,0.75,0.4,1.0,0.0533,7.893,7.893,3,0
459,juice-shop@19.1.1: Improper Authentication,4,2,2,6.4,6,0,1,4,0,1,0,0,0,0,2,0.0008,0.56,12.8,0.0,0,38.400000000000006,0.7356,0.5,0.4,1.0,0.1867,5.983,5.983,2,0
460,juice-shop@19.1.1: Improper Restriction of Security Token Assignment,4,2,2,6.5,6,0,1,4,0,1,0,0,0,0,2,0.0008,0.6,13.0,0.0,0,39.0,0.7471,0.5,0.4,1.0,0.2,6.022,6.022,3,0
461,juice-shop@19.1.1: Use of a Broken or Risky Cryptographic Algorithm,4,2,2,6.8,6,0,1,4,0,1,0,0,0,0,2,0.0008,0.72,13.6,0.0,0,40.8,0.7816,0.5,0.4,1.0,0.24,6.136,6.136,3,0
462,juice-shop@19.1.1: Authentication Bypass,4,2,3,7.1,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.16,21.299999999999997,0.0,0,42.599999999999994,0.8161,0.75,0.4,1.0,0.0533,7.893,7.893,3,0
463,juice-shop@19.1.1: Improper Verification of Cryptographic Signature,4,2,3,5.9,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.64,17.700000000000003,0.0,0,35.400000000000006,0.6782,0.75,0.4,1.0,0.2133,7.433,7.433,3,0
464,juice-shop@19.1.1: Forgeable Public/Private Tokens,4,2,3,8.7,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.48,26.099999999999998,0.0,0,52.199999999999996,1.0,0.75,0.4,1.0,0.16,8.506,8.506,4,0
465,juice-shop@19.1.1: Improper Verification of Cryptographic Signature,4,2,3,5.9,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.64,17.700000000000003,0.0,0,35.400000000000006,0.6782,0.75,0.4,1.0,0.2133,7.433,7.433,3,0
466,juice-shop@19.1.1: Forgeable Public/Private Tokens,4,2,3,8.7,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.48,26.099999999999998,0.0,0,52.199999999999996,1.0,0.75,0.4,1.0,0.16,8.506,8.506,4,0
467,juice-shop@19.1.1: Type Confusion,4,2,3,7.7,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.08,23.1,0.0,0,46.2,0.8851,0.75,0.4,0.25,0.0267,7.959,7.959,3,0
468,juice-shop@19.1.1: Type Confusion,4,2,3,7.7,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.08,23.1,0.0,0,46.2,0.8851,0.75,0.4,0.25,0.0267,7.959,7.959,3,0
469,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,2,5.0,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.0,10.0,0.0,0,30.0,0.5747,0.5,0.4,0.5,0.0,5.337,5.337,2,0
470,juice-shop@19.1.1: Code Injection,4,2,3,6.8,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.28,20.4,0.0,0,40.8,0.7816,0.75,0.4,0.5,0.0933,7.669,7.669,3,0
471,juice-shop@19.1.1: Prototype Pollution,4,2,3,6.6,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.36,19.799999999999997,0.0,0,39.599999999999994,0.7586,0.75,0.4,0.5,0.12,7.592,7.592,3,0
472,juice-shop@19.1.1: Prototype Pollution,4,2,3,6.6,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.36,19.799999999999997,0.0,0,39.599999999999994,0.7586,0.75,0.4,0.5,0.12,7.592,7.592,3,0
473,juice-shop@19.1.1: Prototype Pollution,4,2,3,7.1,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.16,21.299999999999997,0.0,0,42.599999999999994,0.8161,0.75,0.4,0.5,0.0533,7.784,7.784,3,0
474,juice-shop@19.1.1: Prototype Pollution,4,2,3,6.9,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.24,20.700000000000003,0.0,0,41.400000000000006,0.7931,0.75,0.4,0.5,0.08,7.707,7.707,3,0
475,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,2,4.2,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.32,8.4,0.0,0,25.200000000000003,0.4828,0.5,0.4,0.5,0.1067,5.031,5.031,2,0
476,juice-shop@19.1.1: Prototype Pollution,4,2,2,6.0,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.4,12.0,0.0,0,36.0,0.6897,0.5,0.4,0.5,0.1333,5.721,5.721,2,0
477,juice-shop@19.1.1: Prototype Pollution,4,2,3,6.6,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.36,19.799999999999997,0.0,0,39.599999999999994,0.7586,0.75,0.4,0.5,0.12,7.592,7.592,3,0
478,juice-shop@19.1.1: Arbitrary Code Injection,4,2,4,8.7,6,0,1,1,0,1,0,0,0,0,4,0.0008,0.52,34.4,0.0,0,52.199999999999996,1.0,1.0,0.4,0.25,0.1733,9.984,9.984,4,0
479,juice-shop@19.1.1: Prototype Pollution,4,2,2,5.3,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.12,10.6,0.0,0,31.799999999999997,0.6092,0.5,0.4,0.5,0.04,5.452,5.452,2,0
480,juice-shop@19.1.1: Inefficient Regular Expression Complexity,4,2,2,5.3,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.12,10.6,0.0,0,31.799999999999997,0.6092,0.5,0.4,0.5,0.04,5.452,5.452,2,0
481,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,3,7.1,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.16,21.299999999999997,0.0,0,42.599999999999994,0.8161,0.75,0.4,0.25,0.0533,7.729,7.729,3,0
482,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,3,7.1,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.16,21.299999999999997,0.0,0,42.599999999999994,0.8161,0.75,0.4,0.25,0.0533,7.729,7.729,3,0
483,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,3,7.1,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.16,21.299999999999997,0.0,0,42.599999999999994,0.8161,0.75,0.4,0.25,0.0533,7.729,7.729,3,0
484,juice-shop@19.1.1: Directory Traversal,4,2,3,7.5,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.0,22.5,0.0,0,45.0,0.8621,0.75,0.4,1.0,0.0,8.046,8.046,4,0
485,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,2,5.3,6,0,1,4,0,1,0,0,0,0,2,0.0008,0.12,10.6,0.0,0,31.799999999999997,0.6092,0.5,0.4,1.0,0.04,5.562,5.562,2,0
486,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,2,5.9,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.36,11.8,0.0,0,35.400000000000006,0.6782,0.5,0.4,0.25,0.12,5.628,5.628,2,0
487,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,1,3.7,6,0,1,4,0,1,0,0,0,0,1,0.0008,0.48,3.7,0.0,0,22.200000000000003,0.4253,0.25,0.4,1.0,0.16,3.307,3.307,1,0
488,juice-shop@19.1.1: Uncaught Exception,4,2,3,7.1,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.16,21.299999999999997,0.0,0,42.599999999999994,0.8161,0.75,0.4,0.5,0.0533,7.784,7.784,3,0
489,juice-shop@19.1.1: Missing Release of Memory After Effective Lifetime,4,2,3,7.5,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.0,22.5,0.0,0,45.0,0.8621,0.75,0.4,0.5,0.0,7.937,7.937,3,0
490,juice-shop@19.1.1: Uncaught Exception,4,2,4,8.6,6,0,1,2,0,1,0,0,0,0,4,0.0008,0.56,34.4,0.0,0,51.599999999999994,0.9885,1.0,0.4,0.5,0.1867,10.0,10.0,4,0
491,juice-shop@19.1.1: Uncaught Exception,4,2,3,7.5,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.0,22.5,0.0,0,45.0,0.8621,0.75,0.4,0.5,0.0,7.937,7.937,3,0
492,juice-shop@19.1.1: Sandbox Bypass,4,2,2,6.2,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.48,12.4,0.0,0,37.2,0.7126,0.5,0.4,0.25,0.16,5.742,5.742,2,0
493,juice-shop@19.1.1: Validation Bypass,4,2,2,6.2,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.48,12.4,0.0,0,37.2,0.7126,0.5,0.4,0.5,0.16,5.797,5.797,2,0
494,juice-shop@19.1.1: Access Restriction Bypass,4,2,2,6.5,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.6,13.0,0.0,0,39.0,0.7471,0.5,0.4,0.5,0.2,5.912,5.912,2,0
495,juice-shop@19.1.1: Regular Expression Denial of Service (ReDoS),4,2,2,5.3,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.12,10.6,0.0,0,31.799999999999997,0.6092,0.5,0.4,0.5,0.04,5.452,5.452,2,0
496,juice-shop@19.1.1: Cross-Site Scripting (XSS),4,2,2,5.8,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.32,11.6,0.0,0,34.8,0.6667,0.5,0.4,0.5,0.1067,5.644,5.644,2,0
497,juice-shop@19.1.1: Information Exposure,4,2,2,5.0,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.0,10.0,0.0,0,30.0,0.5747,0.5,0.4,0.5,0.0,5.337,5.337,2,0
498,juice-shop@19.1.1: Cross-Site Scripting (XSS),4,2,2,4.3,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.28,8.6,0.0,0,25.799999999999997,0.4943,0.5,0.4,0.25,0.0933,5.015,5.015,2,0
499,juice-shop@19.1.1: Cross-Site Scripting (XSS),4,2,2,4.7,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.12,9.4,0.0,0,28.200000000000003,0.5402,0.5,0.4,0.5,0.04,5.223,5.223,2,0
500,juice-shop@19.1.1: Cross-Site Scripting (XSS),4,2,2,5.0,6,0,1,2,0,1,0,0,0,0,2,0.0008,0.0,10.0,0.0,0,30.0,0.5747,0.5,0.4,0.5,0.0,5.337,5.337,2,0
501,juice-shop@19.1.1: Uncaught Exception,4,2,3,7.5,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.0,22.5,0.0,0,45.0,0.8621,0.75,0.4,0.5,0.0,7.937,7.937,3,0
502,juice-shop@19.1.1: Denial of Service (DoS),4,2,3,7.5,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.0,22.5,0.0,0,45.0,0.8621,0.75,0.4,0.5,0.0,7.937,7.937,3,0
503,juice-shop@19.1.1: Directory Traversal,4,2,2,5.8,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.32,11.6,0.0,0,34.8,0.6667,0.5,0.4,0.25,0.1067,5.589,5.589,2,0
504,juice-shop@19.1.1: Improper Handling of Unicode Encoding,4,2,2,8.3,6,0,1,1,0,1,0,0,0,0,2,0.0008,1.32,16.6,0.0,0,49.800000000000004,0.954,0.5,0.4,0.25,0.44,6.547,6.547,3,0
505,juice-shop@19.1.1: Directory Traversal,4,2,2,8.2,6,0,1,1,0,1,0,0,0,0,2,0.0008,1.28,16.4,0.0,0,49.199999999999996,0.9425,0.5,0.4,0.25,0.4267,6.509,6.509,3,0
506,juice-shop@19.1.1: Directory Traversal,4,2,3,6.7,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.32,20.1,0.0,0,40.2,0.7701,0.75,0.4,0.25,0.1067,7.576,7.576,3,0
507,juice-shop@19.1.1: Uncontrolled Resource Consumption ('Resource Exhaustion'),4,2,2,6.2,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.48,12.4,0.0,0,37.2,0.7126,0.5,0.4,0.25,0.16,5.742,5.742,2,0
508,juice-shop@19.1.1: Directory Traversal,4,2,2,5.8,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.32,11.6,0.0,0,34.8,0.6667,0.5,0.4,0.25,0.1067,5.589,5.589,2,0
509,juice-shop@19.1.1: Improper Handling of Unicode Encoding,4,2,2,8.3,6,0,1,1,0,1,0,0,0,0,2,0.0008,1.32,16.6,0.0,0,49.800000000000004,0.954,0.5,0.4,0.25,0.44,6.547,6.547,3,0
510,juice-shop@19.1.1: Directory Traversal,4,2,2,8.2,6,0,1,1,0,1,0,0,0,0,2,0.0008,1.28,16.4,0.0,0,49.199999999999996,0.9425,0.5,0.4,0.25,0.4267,6.509,6.509,3,0
511,juice-shop@19.1.1: Directory Traversal,4,2,3,6.7,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.32,20.1,0.0,0,40.2,0.7701,0.75,0.4,0.25,0.1067,7.576,7.576,3,0
512,juice-shop@19.1.1: Directory Traversal,4,2,2,5.8,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.32,11.6,0.0,0,34.8,0.6667,0.5,0.4,0.25,0.1067,5.589,5.589,2,0
513,juice-shop@19.1.1: Improper Handling of Unicode Encoding,4,2,2,8.3,6,0,1,1,0,1,0,0,0,0,2,0.0008,1.32,16.6,0.0,0,49.800000000000004,0.954,0.5,0.4,0.25,0.44,6.547,6.547,3,0
514,juice-shop@19.1.1: Directory Traversal,4,2,2,8.2,6,0,1,1,0,1,0,0,0,0,2,0.0008,1.28,16.4,0.0,0,49.199999999999996,0.9425,0.5,0.4,0.25,0.4267,6.509,6.509,3,0
515,juice-shop@19.1.1: Directory Traversal,4,2,3,6.7,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.32,20.1,0.0,0,40.2,0.7701,0.75,0.4,0.25,0.1067,7.576,7.576,3,0
516,juice-shop@19.1.1: Directory Traversal,4,2,2,5.8,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.32,11.6,0.0,0,34.8,0.6667,0.5,0.4,0.25,0.1067,5.589,5.589,2,0
517,juice-shop@19.1.1: Improper Handling of Unicode Encoding,4,2,2,8.3,6,0,1,1,0,1,0,0,0,0,2,0.0008,1.32,16.6,0.0,0,49.800000000000004,0.954,0.5,0.4,0.25,0.44,6.547,6.547,3,0
518,juice-shop@19.1.1: Directory Traversal,4,2,2,8.2,6,0,1,1,0,1,0,0,0,0,2,0.0008,1.28,16.4,0.0,0,49.199999999999996,0.9425,0.5,0.4,0.25,0.4267,6.509,6.509,3,0
519,juice-shop@19.1.1: Directory Traversal,4,2,3,6.7,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.32,20.1,0.0,0,40.2,0.7701,0.75,0.4,0.25,0.1067,7.576,7.576,3,0
520,juice-shop@19.1.1: Prototype Pollution,4,2,3,7.5,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.0,22.5,0.0,0,45.0,0.8621,0.75,0.4,0.5,0.0,7.937,7.937,3,0
521,juice-shop@19.1.1: Improper Control of Dynamically-Managed Code Resources,4,2,3,8.6,6,0,1,1,0,1,0,0,0,0,3,0.0008,0.44,25.799999999999997,0.0,0,51.599999999999994,0.9885,0.75,0.4,0.25,0.1467,8.304,8.304,4,0
522,juice-shop@19.1.1: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),4,2,2,5.0,6,0,1,1,0,1,0,0,0,0,2,0.0008,0.0,10.0,0.0,0,30.0,0.5747,0.5,0.4,0.25,0.0,5.283,5.283,2,0
523,juice-shop@19.1.1: Sandbox Bypass,4,2,4,8.7,6,0,1,1,0,1,0,0,0,0,4,0.0008,0.52,34.4,0.0,0,52.199999999999996,1.0,1.0,0.4,0.25,0.1733,9.984,9.984,4,0
524,juice-shop@19.1.1: Remote Code Execution (RCE),4,2,4,8.7,6,0,1,1,0,1,0,0,0,0,4,0.0008,0.52,34.4,0.0,0,52.199999999999996,1.0,1.0,0.4,0.25,0.1733,9.984,9.984,4,0
525,juice-shop@19.1.1: Remote Code Execution (RCE),4,2,4,8.7,6,0,1,1,0,1,0,0,0,0,4,0.0008,0.52,34.4,0.0,0,52.199999999999996,1.0,1.0,0.4,0.25,0.1733,9.984,9.984,4,0
526,juice-shop@19.1.1: Insecure Credential Storage,4,2,1,3.3,6,0,1,1,0,1,0,0,0,0,1,0.0008,0.32,3.3,0.0,0,19.799999999999997,0.3793,0.25,0.4,0.25,0.1067,2.99,2.99,1,0
527,juice-shop@19.1.1: Denial of Service (DoS),4,2,3,7.1,6,0,1,2,0,1,0,0,0,0,3,0.0008,0.16,21.299999999999997,0.0,0,42.599999999999994,0.8161,0.75,0.4,0.5,0.0533,7.784,7.784,3,0
528,juice-shop@19.1.1: Uninitialized Memory Exposure,4,2,3,6.6,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.36,19.799999999999997,0.0,0,39.599999999999994,0.7586,0.75,0.4,1.0,0.12,7.702,7.702,3,0
529,juice-shop@19.1.1: Uninitialized Memory Exposure,4,2,3,6.6,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.36,19.799999999999997,0.0,0,39.599999999999994,0.7586,0.75,0.4,1.0,0.12,7.702,7.702,3,0
530,juice-shop@19.1.1: Uninitialized Memory Exposure,4,2,3,6.6,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.36,19.799999999999997,0.0,0,39.599999999999994,0.7586,0.75,0.4,1.0,0.12,7.702,7.702,3,0
531,juice-shop@19.1.1: Uninitialized Memory Exposure,4,2,3,6.6,6,0,1,4,0,1,0,0,0,0,3,0.0008,0.36,19.799999999999997,0.0,0,39.599999999999994,0.7586,0.75,0.4,1.0,0.12,7.702,7.702,3,0
532,Backup File Disclosure,4,2,2,0.0,6,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.4,0.0,0.6667,3.313,3.313,1,0
533,Bypassing 403,4,2,2,0.0,6,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.4,0.0,0.6667,3.313,3.313,1,0
534,CORS Misconfiguration,4,2,2,0.0,6,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.4,0.0,0.6667,3.313,3.313,1,0
535,Content Security Policy (CSP) Header Not Set,4,2,2,0.0,6,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.4,0.0,0.6667,3.313,3.313,1,0
536,Cross-Domain Misconfiguration,4,2,2,0.0,6,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.4,0.0,0.6667,3.313,3.313,1,0
537,Cross-Domain JavaScript Source File Inclusion,4,2,1,0.0,6,0,1,0,0,1,0,0,0,0,1,0.0008,1.0,0.0,0.0,0,0.0,0.0,0.25,0.4,0.0,0.3333,1.671,1.671,0,0
538,Cross-Origin-Embedder-Policy Header Missing or Invalid,4,2,1,0.0,6,0,1,0,0,1,0,0,0,0,1,0.0008,1.0,0.0,0.0,0,0.0,0.0,0.25,0.4,0.0,0.3333,1.671,1.671,0,0
539,Cross-Origin-Opener-Policy Header Missing or Invalid,4,2,1,0.0,6,0,1,0,0,1,0,0,0,0,1,0.0008,1.0,0.0,0.0,0,0.0,0.0,0.25,0.4,0.0,0.3333,1.671,1.671,0,0
540,Dangerous JS Functions,4,2,1,0.0,6,0,1,0,0,1,0,0,0,0,1,0.0008,1.0,0.0,0.0,0,0.0,0.0,0.25,0.4,0.0,0.3333,1.671,1.671,0,0
541,Deprecated Feature Policy Header Set,4,2,1,0.0,6,0,1,0,0,1,0,0,0,0,1,0.0008,1.0,0.0,0.0,0,0.0,0.0,0.25,0.4,0.0,0.3333,1.671,1.671,0,0
542,Timestamp Disclosure - Unix,4,2,1,0.0,6,0,1,0,0,1,0,0,0,0,1,0.0008,1.0,0.0,0.0,0,0.0,0.0,0.25,0.4,0.0,0.3333,1.671,1.671,0,0
543,Information Disclosure - Suspicious Comments,4,2,0,0.0,6,0,1,0,0,1,0,0,0,0,0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.029,0.029,0,0
544,Modern Web Application,4,2,0,0.0,6,0,1,0,0,1,0,0,0,0,0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.029,0.029,0,0
545,Non-Storable Content,4,2,0,0.0,6,0,1,0,0,1,0,0,0,0,0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.029,0.029,0,0
546,Storable and Cacheable Content,4,2,0,0.0,6,0,1,0,0,1,0,0,0,0,0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.029,0.029,0,0
547,Storable but Non-Cacheable Content,4,2,0,0.0,6,0,1,0,0,1,0,0,0,0,0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.029,0.029,0,0
548,User Agent Fuzzer,4,2,0,0.0,6,0,1,0,0,1,0,0,0,0,0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.029,0.029,0,0
551,javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,4,2,3,0.0,2,0,1,0,0,1,0,0,0,0,3,0.0008,3.0,0.0,0.0,0,0.0,0.0,0.75,0.0,0.0,1.0,4.925,4.925,2,0
552,javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,4,2,3,0.0,2,0,1,0,0,1,0,0,0,0,3,0.0008,3.0,0.0,0.0,0,0.0,0.0,0.75,0.0,0.0,1.0,4.925,4.925,2,0
553,javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,4,2,3,0.0,2,0,1,0,0,1,0,0,0,0,3,0.0008,3.0,0.0,0.0,0,0.0,0.0,0.75,0.0,0.0,1.0,4.925,4.925,2,0
554,javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,4,2,3,0.0,2,0,1,0,0,1,0,0,0,0,3,0.0008,3.0,0.0,0.0,0,0.0,0.0,0.75,0.0,0.0,1.0,4.925,4.925,2,0
555,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,4,2,2,0.0,2,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6667,3.283,3.283,1,0
556,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,4,2,2,0.0,2,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6667,3.283,3.283,1,0
557,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,4,2,2,0.0,2,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6667,3.283,3.283,1,0
558,javascript.jsonwebtoken.security.jwt-hardcode.hardcoded-jwt-secret,4,2,2,0.0,2,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6667,3.283,3.283,1,0
559,javascript.express.security.injection.raw-html-format.raw-html-format,4,2,2,0.0,2,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6667,3.283,3.283,1,0
560,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,4,2,2,0.0,2,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6667,3.283,3.283,1,0
561,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,4,2,2,0.0,2,0,1,0,0,1,0,0,0,0,2,0.0008,2.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6667,3.283,3.283,1,0
